,Date,AveragePrice,Total Volume,Sales,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
30,2016-05-29,1.99,9333.72,18574.1028,1748.33,7197.21,0,388.18,388.18,0,0,organic,2016,Sacramento
31,2016-05-22,2.01,8439.22,16962.8322,1744.81,6492.36,0,202.05,202.05,0,0,organic,2016,Sacramento
32,2016-05-15,1.72,11673.76,20078.8672,3732.91,7340.87,0,599.98,599.98,0,0,organic,2016,Sacramento
33,2016-05-08,1.4,12962.2,18147.08,1851.63,10971.67,0,138.9,138.9,0,0,organic,2016,Sacramento
34,2016-05-01,1.41,13056.72,18409.9752,1777.72,10850.42,0,428.58,428.58,0,0,organic,2016,Sacramento
35,2016-04-24,2.01,8840.73,17769.8673,1726.1,6795.19,0,319.44,319.44,0,0,organic,2016,Sacramento
36,2016-04-17,1.95,8477.64,16531.398,1585.91,6479.19,0,412.54,412.54,0,0,organic,2016,Sacramento
37,2016-04-10,2.05,7871.28,16136.124,1570.39,5977.15,0,323.74,323.74,0,0,organic,2016,Sacramento
38,2016-04-03,2.03,8108.18,16459.6054,1317.74,6587.37,0,203.07,203.07,0,0,organic,2016,Sacramento
39,2016-03-27,2.07,7588.03,15707.2221,1210.19,6043.13,0,334.71,331.38,3.33,0,organic,2016,Sacramento
40,2016-03-20,1.96,7688.54,15069.5384,1124.36,6330.38,0,233.8,233.8,0,0,organic,2016,Sacramento
41,2016-03-13,2.04,7402.74,15101.5896,1313.23,5918.66,0,170.85,170.85,0,0,organic,2016,Sacramento
42,2016-03-06,1.88,9728.1,18288.828,1979.45,7072.14,0,676.51,676.51,0,0,organic,2016,Sacramento
43,2016-02-28,2.01,7998.27,16076.5227,1156.04,6504.7,0,337.53,334.2,3.33,0,organic,2016,Sacramento
44,2016-02-21,2.04,6818.11,13908.9444,1000.93,5572.52,0,244.66,241.33,3.33,0,organic,2016,Sacramento
45,2016-02-14,1.98,7588.38,15024.9924,1013.96,6423.04,0,151.38,148.47,2.91,0,organic,2016,Sacramento
46,2016-02-07,1.72,8361.61,14381.9692,1176.14,6908.66,0,276.81,276.81,0,0,organic,2016,Sacramento
47,2016-01-31,1.73,9768.28,16899.1244,1966.28,7082.01,0,719.99,719.99,0,0,organic,2016,Sacramento
48,2016-01-24,1.73,7361.79,12735.8967,1130.66,5939.57,0,291.56,291.56,0,0,organic,2016,Sacramento
49,2016-01-17,1.72,6880.85,11835.062,1153.85,5593.51,0,133.49,133.49,0,0,organic,2016,Sacramento
50,2016-01-10,1.68,6929.96,11642.3328,1251.06,5380.3,0,298.6,298.6,0,0,organic,2016,Sacramento
51,2016-01-03,1.68,7911.16,13290.7488,1317.55,6361.92,0,231.69,231.69,0,0,organic,2016,Sacramento
0,2016-12-25,1.43,12022.95,17192.8185,715.07,7537.57,0,3770.31,540,3230.31,0,organic,2016,SanDiego
1,2016-12-18,1.63,12212.22,19905.9186,829.17,9348.28,52.46,1982.31,403.33,1578.98,0,organic,2016,SanDiego
2,2016-12-11,1.49,14513.56,21625.2044,1070.01,9924.91,4.76,3513.88,526.67,2987.21,0,organic,2016,SanDiego
3,2016-12-04,2.06,9419.21,19403.5726,1464.73,6546.16,0,1408.32,540,868.32,0,organic,2016,SanDiego
4,2016-11-27,2.12,10271.6,21775.792,865.46,7228.46,0,2177.68,380,1797.68,0,organic,2016,SanDiego
5,2016-11-20,2.22,8535.78,18949.4316,747.96,6107.03,0,1680.79,720,960.79,0,organic,2016,SanDiego
6,2016-11-13,2.1,10261.69,21549.549,914.13,6460.16,0,2887.4,830,2057.4,0,organic,2016,SanDiego
7,2016-11-06,2.51,11300.17,28363.4267,1168.91,7700.03,0,2431.23,497.84,1933.39,0,organic,2016,SanDiego
8,2016-10-30,2.74,8933.54,24477.8996,1854.17,6533.7,0,545.67,545.67,0,0,organic,2016,SanDiego
9,2016-10-23,2.73,8533.85,23297.4105,653.46,6987.25,0,893.14,893.14,0,0,organic,2016,SanDiego
10,2016-10-16,2.28,11256.86,25665.6408,1073.78,9006.32,0,1176.76,1176.76,0,0,organic,2016,SanDiego
11,2016-10-09,2.22,10499.71,23309.3562,908.41,7917.99,0,1673.31,1673.31,0,0,organic,2016,SanDiego
12,2016-10-02,1.99,12215.92,24309.6808,980.57,7576.82,0,3658.53,3658.53,0,0,organic,2016,SanDiego
13,2016-09-25,2.35,9831.47,23103.9545,734.45,8359.4,0,737.62,737.62,0,0,organic,2016,SanDiego
14,2016-09-18,2.15,10274.36,22089.874,1289.86,8195.56,0,788.94,756.43,32.51,0,organic,2016,SanDiego
15,2016-09-11,1.59,18422.92,29292.4428,2500.57,13057.42,0,2864.93,1950.17,914.76,0,organic,2016,SanDiego
16,2016-09-04,1.79,15730.69,28157.9351,2161.04,8451.98,0,5117.67,4219.46,898.21,0,organic,2016,SanDiego
17,2016-08-28,1.89,14359.34,27139.1526,2605.56,8258.88,0,3494.9,3283.42,211.48,0,organic,2016,SanDiego
18,2016-08-21,1.92,12240.19,23501.1648,3470.29,6774.71,0,1995.19,1757.47,237.72,0,organic,2016,SanDiego
19,2016-08-14,1.91,15584.89,29767.1399,3489.41,8753.2,4.95,3337.33,511.95,2825.38,0,organic,2016,SanDiego
20,2016-08-07,1.48,20143.55,29812.454,1971.6,7907.1,0,10264.85,524.4,9740.45,0,organic,2016,SanDiego
21,2016-07-31,1.97,13275.24,26152.2228,1816.69,9171.8,6.61,2280.14,657.38,1622.76,0,organic,2016,SanDiego
22,2016-07-24,1.69,17192.77,29055.7813,2125.18,9589.68,3.3,5474.61,2202.85,3271.76,0,organic,2016,SanDiego
23,2016-07-17,1.91,14864.69,28391.5579,1579.48,10303.62,0,2981.59,2981.59,0,0,organic,2016,SanDiego
24,2016-07-10,1.43,20997.51,30026.4393,2752.28,8317.59,0,9927.64,9927.64,0,0,organic,2016,SanDiego
25,2016-07-03,1.49,21506.43,32044.5807,1895.27,11972.74,0,7638.42,7634.78,3.64,0,organic,2016,SanDiego
26,2016-06-26,1.52,20209.95,30719.124,3158.64,11338.76,0,5712.55,5690.76,21.79,0,organic,2016,SanDiego
27,2016-06-19,1.46,20841.07,30427.9622,2114.63,11018.3,4.87,7703.27,7696.06,7.21,0,organic,2016,SanDiego
28,2016-06-12,1.45,18898.31,27402.5495,2863.86,11757.61,3.23,4273.61,4270.02,3.59,0,organic,2016,SanDiego
29,2016-06-05,1.52,17431.92,26496.5184,3340.24,8893.38,0,5198.3,5022.86,175.44,0,organic,2016,SanDiego
30,2016-05-29,1.44,18843.84,27135.1296,2154.42,9998.92,0,6690.5,6601.22,89.28,0,organic,2016,SanDiego
31,2016-05-22,1.15,21361.58,24565.817,2091.2,10494.08,4.81,8771.49,8771.49,0,0,organic,2016,SanDiego
32,2016-05-15,1.53,16392.02,25079.7906,2107.1,9617.74,0,4667.18,4667.18,0,0,organic,2016,SanDiego
33,2016-05-08,1.37,22751.54,31169.6098,1313.14,11595.98,0,9842.42,9788.41,54.01,0,organic,2016,SanDiego
34,2016-05-01,1.37,17211.18,23579.3166,1184.83,9050.03,0,6976.32,6870.3,106.02,0,organic,2016,SanDiego
35,2016-04-24,1.22,19360.95,23620.359,1677.44,9129.99,3.17,8550.35,8543.3,7.05,0,organic,2016,SanDiego
36,2016-04-17,1.29,16158.77,20844.8133,1367.99,8462.25,6.32,6322.21,6287.11,35.1,0,organic,2016,SanDiego
37,2016-04-10,1.23,19988.34,24585.6582,1574.7,9821.03,0,8592.61,6862.17,1730.44,0,organic,2016,SanDiego
38,2016-04-03,1.25,21630.01,27037.5125,1640.08,13036.06,0,6953.87,3636.46,3317.41,0,organic,2016,SanDiego
39,2016-03-27,1.35,16902.98,22819.023,1329.74,9842.92,4.76,5725.56,1289.57,4435.99,0,organic,2016,SanDiego
40,2016-03-20,1.4,14926.04,20896.456,1809.37,8607.36,3.21,4506.1,2285.38,2220.72,0,organic,2016,SanDiego
41,2016-03-13,1.38,20836.85,28754.853,1821.51,12902.73,0,6112.61,1609.13,4503.48,0,organic,2016,SanDiego
42,2016-03-06,1.21,18148.41,21959.5761,1836.96,8499.93,0,7811.52,7772.41,39.11,0,organic,2016,SanDiego
43,2016-02-28,1.12,24693.33,27656.5296,1620.83,10119.81,0,12952.69,12878.1,74.59,0,organic,2016,SanDiego
44,2016-02-21,1.25,16903.84,21129.8,1307.06,8403.84,4.79,7188.15,6474.65,713.5,0,organic,2016,SanDiego
45,2016-02-14,1.42,14114.3,20042.306,667.06,9489.39,7.99,3949.86,670.13,3279.73,0,organic,2016,SanDiego
46,2016-02-07,1.32,13419.01,17713.0932,883.53,7162.51,12.78,5360.19,311.44,5048.75,0,organic,2016,SanDiego
47,2016-01-31,1.4,11694.11,16371.754,1123.3,7131.28,12.78,3426.75,444.06,2982.69,0,organic,2016,SanDiego
48,2016-01-24,1.31,15316.04,20064.0124,1368.36,8300.29,0,5647.39,756.65,4890.74,0,organic,2016,SanDiego
49,2016-01-17,1.46,12118.57,17693.1122,1919.4,5839.47,0,4359.7,710.23,3649.47,0,organic,2016,SanDiego
50,2016-01-10,1.32,12435.43,16414.7676,1414.85,5266.26,0,5754.32,515.58,5238.74,0,organic,2016,SanDiego
51,2016-01-03,1.41,10975.51,15475.4691,1991.55,5916.03,0,3067.93,614.85,2453.08,0,organic,2016,SanDiego
0,2016-12-25,2.56,16169.17,41393.0752,5599.25,8335.16,0,2234.76,2234.76,0,0,organic,2016,SanFrancisco
1,2016-12-18,2.57,14537.83,37362.2231,4731.38,7497.35,0,2309.1,2309.1,0,0,organic,2016,SanFrancisco
2,2016-12-11,2.67,16323.32,43583.2644,5669.42,7627.83,0,3026.07,3026.07,0,0,organic,2016,SanFrancisco
3,2016-12-04,2.67,17934.25,47884.4475,7263.87,7440.44,0,3229.94,3217.12,12.82,0,organic,2016,SanFrancisco
4,2016-11-27,2.88,17864.74,51450.4512,7103,8383.87,0,2377.87,2292.98,84.89,0,organic,2016,SanFrancisco
5,2016-11-20,2.94,17436.41,51263.0454,5926.88,7823.25,0,3686.28,3620.25,66.03,0,organic,2016,SanFrancisco
6,2016-11-13,2.99,18930.4,56601.896,6204.65,9341.41,0,3384.34,3337.67,46.67,0,organic,2016,SanFrancisco
7,2016-11-06,3.12,19043.8,59416.656,5898.49,10039.34,0,3105.97,3079.3,26.67,0,organic,2016,SanFrancisco
8,2016-10-30,3.25,16700.94,54278.055,2325.93,11142.85,0,3232.16,3232.16,0,0,organic,2016,SanFrancisco
9,2016-10-23,2.93,11252.48,32969.7664,522.51,7911.64,0,2818.33,2818.33,0,0,organic,2016,SanFrancisco
10,2016-10-16,2.34,9048.18,21172.7412,696.18,5316.66,0,3035.34,3035.34,0,0,organic,2016,SanFrancisco
11,2016-10-09,2.72,20761.25,56470.6,1173.39,16842.78,0,2745.08,2717.31,27.77,0,organic,2016,SanFrancisco
12,2016-10-02,2.64,22501.25,59403.3,915.83,18642.6,8.81,2934.01,2890.68,43.33,0,organic,2016,SanFrancisco
13,2016-09-25,2.35,21280.92,50010.162,1004.39,17080.28,0,3196.25,3172.92,23.33,0,organic,2016,SanFrancisco
14,2016-09-18,2.39,23514.36,56199.3204,1244.2,20050.91,0,2219.25,2165.92,53.33,0,organic,2016,SanFrancisco
15,2016-09-11,2.37,24473.19,58001.4603,1085.31,20414.18,0,2973.7,2947.03,26.67,0,organic,2016,SanFrancisco
16,2016-09-04,2.38,24494.11,58295.9818,808.89,20860.73,0,2824.49,2771.16,53.33,0,organic,2016,SanFrancisco
17,2016-08-28,2.38,24143.51,57461.5538,879.59,20543.36,0,2720.56,2703.89,16.67,0,organic,2016,SanFrancisco
18,2016-08-21,2.37,20261,48018.57,1618.49,16299.31,0,2343.2,2303.2,40,0,organic,2016,SanFrancisco
19,2016-08-14,2.02,25520.8,51552.016,1769.21,21501.96,0,2249.63,2209.63,40,0,organic,2016,SanFrancisco
20,2016-08-07,2.33,24605.38,57330.5354,2253.95,19463.2,0,2888.23,2861.56,26.67,0,organic,2016,SanFrancisco
21,2016-07-31,2.29,23597.78,54038.9162,1680.88,20024.9,1.43,1890.57,1877.24,13.33,0,organic,2016,SanFrancisco
22,2016-07-24,2.37,22083.85,52338.7245,1599.49,18771.61,0,1712.75,1709.42,3.33,0,organic,2016,SanFrancisco
23,2016-07-17,2.3,26284.24,60453.752,1394.27,22261.46,4.27,2624.24,2614.24,10,0,organic,2016,SanFrancisco
24,2016-07-10,2.32,29064.21,67428.9672,1759.68,25145.42,0,2159.11,2149.11,10,0,organic,2016,SanFrancisco
25,2016-07-03,2.31,29071.11,67154.2641,1423.41,25739.18,14.19,1894.33,1884.33,10,0,organic,2016,SanFrancisco
26,2016-06-26,2.21,29535.82,65274.1622,2214.42,25310.53,2.84,2008.03,2004.7,3.33,0,organic,2016,SanFrancisco
27,2016-06-19,2.31,26991.7,62350.827,1610.48,23719.15,0,1662.07,1658.74,3.33,0,organic,2016,SanFrancisco
28,2016-06-12,2.25,27349.15,61535.5875,1204.96,24024.21,0,2119.98,2116.65,3.33,0,organic,2016,SanFrancisco
29,2016-06-05,2.3,26850.91,61757.093,1444.73,23217.46,0,2188.72,2182.05,6.67,0,organic,2016,SanFrancisco
30,2016-05-29,2.34,28707.18,67174.8012,1397.86,25119.52,0,2189.8,2186.47,3.33,0,organic,2016,SanFrancisco
31,2016-05-22,2.34,30292.77,70885.0818,1453.65,27106.36,0,1732.76,1722.76,10,0,organic,2016,SanFrancisco
32,2016-05-15,2.27,31308.71,71070.7717,1845.91,27742.47,0,1720.33,1713.66,6.67,0,organic,2016,SanFrancisco
33,2016-05-08,1.32,51985.57,68620.9524,1609.98,48288.21,0,2087.38,2087.38,0,0,organic,2016,SanFrancisco
34,2016-05-01,1.33,47035.36,62557.0288,1480.41,43790.32,0,1764.63,1764.63,0,0,organic,2016,SanFrancisco
35,2016-04-24,2.21,29693.75,65623.1875,1506.58,26093.43,0,2093.74,2093.74,0,0,organic,2016,SanFrancisco
36,2016-04-17,2.33,25486.1,59382.613,1308.2,22553.45,0,1624.45,1624.45,0,0,organic,2016,SanFrancisco
37,2016-04-10,2.33,25141.16,58578.9028,1173.24,22169.11,0,1798.81,1798.81,0,0,organic,2016,SanFrancisco
38,2016-04-03,2.3,24055.14,55326.822,1124.32,21364.15,0,1566.67,1566.67,0,0,organic,2016,SanFrancisco
39,2016-03-27,2.23,25593.44,57073.3712,1256.99,22352.86,0,1983.59,1983.59,0,0,organic,2016,SanFrancisco
40,2016-03-20,2.33,24714.55,57584.9015,1130.34,21871.99,0,1712.22,1712.22,0,0,organic,2016,SanFrancisco
41,2016-03-13,2.27,25229.74,57271.5098,1352.64,22132.15,0,1744.95,1744.95,0,0,organic,2016,SanFrancisco
42,2016-03-06,2.31,24869.6,57448.776,1787.24,22321.65,0,760.71,760.71,0,0,organic,2016,SanFrancisco
43,2016-02-28,2.29,24175.21,55361.2309,1143.86,23000.07,0,31.28,31.28,0,0,organic,2016,SanFrancisco
44,2016-02-21,2.38,21256.64,50590.8032,1145.81,20051.14,0,59.69,53.02,6.67,0,organic,2016,SanFrancisco
45,2016-02-14,2.37,21276.09,50424.3333,1014.44,20230.54,0,31.11,31.11,0,0,organic,2016,SanFrancisco
46,2016-02-07,1.93,26088.82,50351.4226,1240.75,24785.95,0,62.12,62.12,0,0,organic,2016,SanFrancisco
47,2016-01-31,2.3,23630.61,54350.403,1637.6,21868.98,0,124.03,86.82,37.21,0,organic,2016,SanFrancisco
48,2016-01-24,1.89,24292.32,45912.4848,1127.37,22922.9,0,242.05,127.23,114.82,0,organic,2016,SanFrancisco
49,2016-01-17,1.95,18983.23,37017.2985,1127.33,17731.64,0,124.26,105.62,18.64,0,organic,2016,SanFrancisco
50,2016-01-10,1.93,17568.19,33906.6067,1183.68,16067.37,0,317.14,233.19,83.95,0,organic,2016,SanFrancisco
51,2016-01-03,1.93,18894.27,36465.9411,1153.15,17249.32,0,491.8,382.86,108.94,0,organic,2016,SanFrancisco
0,2016-12-25,0.81,80324.51,65062.8531,353.45,15255.56,2.62,64712.88,548.41,64164.47,0,organic,2016,Seattle
1,2016-12-18,1.08,46216.41,49913.7228,373.65,10784.3,1.31,35057.15,443.67,34613.48,0,organic,2016,Seattle
2,2016-12-11,1.54,26530.99,40857.7246,382.04,8657.16,1.31,17490.48,555.46,16935.02,0,organic,2016,Seattle
3,2016-12-04,1.45,38898.52,56402.854,442.32,10207.77,15.7,28232.73,534.52,27698.21,0,organic,2016,Seattle
4,2016-11-27,1.53,36545.5,55914.615,321.68,9807.21,26.11,26390.5,322.68,26067.82,0,organic,2016,Seattle
5,2016-11-20,1.59,40278.71,64043.1489,385.45,10855.78,3.92,29033.56,735.87,28297.69,0,organic,2016,Seattle
6,2016-11-13,2.28,28907.25,65908.53,541.62,18490.5,41.96,9833.17,801.11,9032.06,0,organic,2016,Seattle
7,2016-11-06,1.69,35103.94,59325.6586,503.78,10960.26,41.92,23597.98,600.56,22997.42,0,organic,2016,Seattle
8,2016-10-30,2.73,13588.39,37096.3047,794.44,11345.97,23.56,1424.42,600.6,823.82,0,organic,2016,Seattle
9,2016-10-23,2.24,15072.28,33761.9072,793.82,10958.22,69.99,3250.25,688.18,2562.07,0,organic,2016,Seattle
10,2016-10-16,1.59,33108.57,52642.6263,835.37,10706.93,10.46,21555.81,3017.8,18538.01,0,organic,2016,Seattle
11,2016-10-09,1.73,23673.82,40955.7086,689.95,9161.72,0,13822.15,4318.59,9503.56,0,organic,2016,Seattle
12,2016-10-02,1.45,35306.91,51195.0195,1498.12,7937.3,9.12,25862.37,3661.9,22200.47,0,organic,2016,Seattle
13,2016-09-25,1.69,29440.75,49754.8675,3798.76,7157.62,105.3,18379.07,4761.1,13617.97,0,organic,2016,Seattle
14,2016-09-18,1.59,35004.7,55657.473,5284.83,5003.17,259.37,24457.33,8769.31,15688.02,0,organic,2016,Seattle
15,2016-09-11,1.39,41227.8,57306.642,5095.82,7772.47,34.94,28324.57,6270,22054.57,0,organic,2016,Seattle
16,2016-09-04,2.09,22006.58,45993.7522,6158.94,13584.95,81.34,2181.35,664.36,1516.99,0,organic,2016,Seattle
17,2016-08-28,2.24,18871.59,42272.3616,5595.5,12638.28,31.08,606.73,532.98,73.75,0,organic,2016,Seattle
18,2016-08-21,1.83,30611.93,56019.8319,5087.77,14464.37,55.62,11004.17,10937.33,66.84,0,organic,2016,Seattle
19,2016-08-14,2.19,28185.87,61727.0553,5345.6,20681.63,82.66,2075.98,1609.59,466.39,0,organic,2016,Seattle
20,2016-08-07,1.81,31464.7,56951.107,4368.95,14319.95,56.74,12719.06,4920.92,7798.14,0,organic,2016,Seattle
21,2016-07-31,1.34,48248.63,64653.1642,3816.63,12705.33,38.64,31688.03,2455.73,29232.3,0,organic,2016,Seattle
22,2016-07-24,1.95,28351.54,55285.503,2911.49,18679.58,77.4,6683.07,295.02,6388.05,0,organic,2016,Seattle
23,2016-07-17,2.11,30480.39,64313.6229,1924.24,25560.94,35.13,2960.08,363.33,2596.75,0,organic,2016,Seattle
24,2016-07-10,1.8,37406.41,67331.538,1364.66,25562.94,40.41,10438.4,277.67,10160.73,0,organic,2016,Seattle
25,2016-07-03,1.65,45009.96,74266.434,1082.01,27564.89,56.6,16306.46,342.52,15963.94,0,organic,2016,Seattle
26,2016-06-26,1.74,41165.72,71628.3528,813.21,32449.11,68.65,7834.75,196.26,7638.49,0,organic,2016,Seattle
27,2016-06-19,1.75,40879.73,71539.5275,1015.37,38691.88,35.72,1136.76,332.71,804.05,0,organic,2016,Seattle
28,2016-06-12,1.87,30958.84,57893.0308,655,26109.16,51.95,4142.73,359.21,3783.52,0,organic,2016,Seattle
29,2016-06-05,1.76,40948.65,72069.624,625.84,39556.57,21.31,744.93,272.96,471.97,0,organic,2016,Seattle
30,2016-05-29,1.62,39722.85,64351.017,625.03,30792.23,27.93,8277.66,478.03,7799.63,0,organic,2016,Seattle
31,2016-05-22,1.55,53707.4,83246.47,631.72,36746.36,18.54,16310.78,262.85,16047.93,0,organic,2016,Seattle
32,2016-05-15,1.71,42825.14,73230.9894,739.57,32468.52,22.47,9594.58,233.22,9361.36,0,organic,2016,Seattle
33,2016-05-08,1.2,54996.33,65995.596,637.12,24402.5,31.65,29925.06,291.79,29633.27,0,organic,2016,Seattle
34,2016-05-01,1.25,54382.38,67977.975,490.82,27880.71,167.12,25843.73,280.71,25563.02,0,organic,2016,Seattle
35,2016-04-24,1.31,63398.87,83052.5197,667.33,41604.03,11.87,21115.64,435.55,20680.09,0,organic,2016,Seattle
36,2016-04-17,1.51,36396.95,54959.3945,573.14,18659.47,19.73,17144.61,367.57,16777.04,0,organic,2016,Seattle
37,2016-04-10,0.89,112486.22,100112.7358,608.37,27403.46,10.49,84463.9,5360.97,79102.93,0,organic,2016,Seattle
38,2016-04-03,1.27,49342.12,62664.4924,614.81,24201.33,50.91,24475.07,968.39,23506.68,0,organic,2016,Seattle
39,2016-03-27,1.55,36606.53,56740.1215,454.87,20878.24,5.23,15268.19,443.54,14824.65,0,organic,2016,Seattle
40,2016-03-20,0.98,87462.26,85713.0148,474.08,24602.2,55,62330.98,7575.05,54755.93,0,organic,2016,Seattle
41,2016-03-13,1.18,51451.83,60713.1594,409.24,15023.6,41.84,35977.15,10152.23,25824.92,0,organic,2016,Seattle
42,2016-03-06,1.22,39782,48534.04,583.7,17846.08,14.43,21337.79,521.41,20816.38,0,organic,2016,Seattle
43,2016-02-28,1.46,37727.89,55082.7194,800.13,26050.81,44.6,10832.35,2036.03,8796.32,0,organic,2016,Seattle
44,2016-02-21,1.41,29590.91,41723.1831,362.25,14316.01,34.15,14878.5,1207.09,13671.41,0,organic,2016,Seattle
45,2016-02-14,0.98,71534.03,70103.3494,455.72,20258.99,40.95,50778.37,1904.23,48874.14,0,organic,2016,Seattle
46,2016-02-07,1.26,33199.26,41831.0676,557.91,13292.78,29.22,19319.35,7549.44,11769.91,0,organic,2016,Seattle
47,2016-01-31,1.36,33959.31,46184.6616,434.84,14514.53,6.65,19003.29,4026.28,14977.01,0,organic,2016,Seattle
48,2016-01-24,1.47,26516.63,38979.4461,681.3,11791.04,63.93,13980.36,244.19,13736.17,0,organic,2016,Seattle
49,2016-01-17,1.26,42107.7,53055.702,560.56,15954.79,6.67,25585.68,163.14,25422.54,0,organic,2016,Seattle
50,2016-01-10,1.29,37193.3,47979.357,649.31,16547.56,6.67,19989.76,48.94,19940.82,0,organic,2016,Seattle
51,2016-01-03,1.58,24767.95,39133.361,577.02,12634.37,12.01,11544.55,14.83,11529.72,0,organic,2016,Seattle
0,2016-12-25,1.59,6491.55,10321.5645,293.57,2329.01,197.27,3671.7,2797.68,874.02,0,organic,2016,SouthCarolina
1,2016-12-18,1.5,7408.4,11112.6,280.88,2148.75,219.66,4759.11,3481.51,1277.6,0,organic,2016,SouthCarolina
2,2016-12-11,1.49,7688.78,11456.2822,345.23,2113.81,168.62,5061.12,3096.76,1964.36,0,organic,2016,SouthCarolina
3,2016-12-04,1.69,7030.03,11880.7507,219.6,2204.44,147.21,4458.78,2942.11,1516.67,0,organic,2016,SouthCarolina
4,2016-11-27,1.77,7063.85,12503.0145,316.98,2281.53,185.48,4279.86,3086.57,1193.29,0,organic,2016,SouthCarolina
5,2016-11-20,1.7,10629.43,18070.031,354.35,2489.89,289.94,7495.25,5563.87,1931.38,0,organic,2016,SouthCarolina
6,2016-11-13,1.73,10613.01,18360.5073,402.68,2599.6,303.63,7307.1,5617.42,1689.68,0,organic,2016,SouthCarolina
7,2016-11-06,1.67,10649.94,17785.3998,405.62,2900.88,362.16,6981.28,4928.77,2052.51,0,organic,2016,SouthCarolina
8,2016-10-30,1.73,8600.52,14878.8996,392.92,3718.26,417.02,4072.32,2907.25,1165.07,0,organic,2016,SouthCarolina
9,2016-10-23,1.4,11386.72,15941.408,428.52,3328.29,276.86,7353.05,3788.85,3564.2,0,organic,2016,SouthCarolina
10,2016-10-16,1.55,9365.29,14516.1995,499.96,3550.68,292.27,5022.38,2933.76,2088.62,0,organic,2016,SouthCarolina
11,2016-10-09,1.6,8734.25,13974.8,614.22,2496.72,312.54,5310.77,4261.03,1049.74,0,organic,2016,SouthCarolina
12,2016-10-02,1.87,8341.95,15599.4465,761.23,3710.83,378.8,3491.09,3318.47,172.62,0,organic,2016,SouthCarolina
13,2016-09-25,1.81,7733.79,13998.1599,632.05,3622.72,306.81,3172.21,2172.34,999.87,0,organic,2016,SouthCarolina
14,2016-09-18,1.66,9465.99,15713.5434,479.32,3496.18,354.07,5136.42,3837.2,1299.22,0,organic,2016,SouthCarolina
15,2016-09-11,1.6,12458.37,19933.392,757.79,3868.48,309.62,7522.48,6648.44,874.04,0,organic,2016,SouthCarolina
16,2016-09-04,1.6,11353.45,18165.52,752.61,3665.9,323.68,6611.26,5534.06,1077.2,0,organic,2016,SouthCarolina
17,2016-08-28,1.51,12471.57,18832.0707,784.67,3574.06,406.28,7706.56,6005.61,1700.95,0,organic,2016,SouthCarolina
18,2016-08-21,1.6,12593.77,20150.032,985.59,3391.77,482.81,7733.6,7072.24,661.36,0,organic,2016,SouthCarolina
19,2016-08-14,1.61,13377.37,21537.5657,1080.09,3792.29,542.8,7962.19,6868.73,1093.46,0,organic,2016,SouthCarolina
20,2016-08-07,1.42,15987.24,22701.8808,1102.24,4761.4,703.64,9419.96,6147.56,3272.4,0,organic,2016,SouthCarolina
21,2016-07-31,1.58,12518.72,19779.5776,1306.7,3927.4,705.01,6579.61,6131.73,447.88,0,organic,2016,SouthCarolina
22,2016-07-24,1.58,11277.34,17818.1972,1178.49,3580.75,616.78,5901.32,5785.79,115.53,0,organic,2016,SouthCarolina
23,2016-07-17,1.32,13916.21,18369.3972,1024.5,3135,681.36,9075.35,6516.71,2558.64,0,organic,2016,SouthCarolina
24,2016-07-10,1.35,11611.02,15674.877,827.79,3202.8,616.92,6963.51,4928.87,2034.64,0,organic,2016,SouthCarolina
25,2016-07-03,1.23,11068.68,13614.4764,908.7,3010.9,683.06,6466.02,4096.13,2369.89,0,organic,2016,SouthCarolina
26,2016-06-26,1.24,12445.56,15432.4944,1132.67,2938.21,603.44,7771.24,5690.33,2080.91,0,organic,2016,SouthCarolina
27,2016-06-19,1.21,8957.97,10839.1437,681.83,2877.65,480.84,4917.65,2757.33,2160.32,0,organic,2016,SouthCarolina
28,2016-06-12,1.31,9826.29,12872.4399,998.33,2919.7,423.27,5484.99,3877.37,1607.62,0,organic,2016,SouthCarolina
29,2016-06-05,1.31,10467.48,13712.3988,968.26,2877.64,374.97,6246.61,5142.68,1103.93,0,organic,2016,SouthCarolina
30,2016-05-29,1.41,9383.7,13231.017,1076.48,2749.91,274.37,5282.94,4732.74,550.2,0,organic,2016,SouthCarolina
31,2016-05-22,1.45,9809.46,14223.717,1000.77,2448.67,335.66,6024.36,5214.09,810.27,0,organic,2016,SouthCarolina
32,2016-05-15,1.48,9990.1,14785.348,752.91,2472.08,271.64,6493.47,6020.41,473.06,0,organic,2016,SouthCarolina
33,2016-05-08,1.55,6899.7,10694.535,671.93,2359.84,315.47,3552.46,3150.91,401.55,0,organic,2016,SouthCarolina
34,2016-05-01,1.44,8528.01,12280.3344,669.32,2362.52,282.41,5213.76,4433.86,779.9,0,organic,2016,SouthCarolina
35,2016-04-24,1.49,9294.82,13849.2818,711.94,2575.64,247.25,5759.99,5536.75,223.24,0,organic,2016,SouthCarolina
36,2016-04-17,1.47,8123.8,11941.986,812.04,2592.81,324.57,4394.38,3937.03,457.35,0,organic,2016,SouthCarolina
37,2016-04-10,1.34,8212.07,11004.1738,631.03,2514.18,391.29,4675.57,4667.29,8.28,0,organic,2016,SouthCarolina
38,2016-04-03,1.37,7335.37,10049.4569,738.12,2285.2,298.23,4013.82,3948.93,64.89,0,organic,2016,SouthCarolina
